record_ID,units_sold
215599,22.0
215603,27.0
215604,24.0
215609,29.0
215610,100.0
215602,28.0
215605,31.0
215608,21.0
215600,31.0
215601,32.0
215613,84.0
215614,53.0
215618,127.0
215619,209.0
215620,95.0
215624,125.0
215625,80.0
215632,88.0
215633,165.0
215615,63.0
215623,12.0
215626,115.0
215627,38.0
215628,22.0
215631,66.0
215635,23.0
215636,54.0
215638,38.0
215616,28.0
215622,67.0
215637,5.0
215639,23.0
215617,14.0
215641,53.0
215642,34.0
215645,61.0
215646,73.0
215647,55.0
215651,31.0
215652,44.0
215655,40.0
215656,173.0
215643,18.0
215653,55.0
215654,51.0
215658,23.0
215659,20.0
215648,44.0
215660,84.0
215661,45.0
215663,59.0
215664,50.0
215665,70.0
215669,29.0
215670,65.0
215673,49.0
215662,21.0
215671,48.0
215672,53.0
215677,26.0
215678,4.0
215680,104.0
215681,86.0
215685,194.0
215686,197.0
215687,101.0
215691,168.0
215692,68.0
215699,77.0
215700,260.0
215682,58.0
215693,132.0
215694,22.0
215698,64.0
215702,25.0
215703,42.0
215704,29.0
215688,11.0
215707,69.0
215708,56.0
215710,18.0
215711,49.0
215712,52.0
215716,90.0
215717,38.0
215723,61.0
215724,265.0
215709,13.0
215715,43.0
215718,31.0
215719,39.0
215720,24.0
215722,64.0
215726,22.0
215727,43.0
215713,38.0
215714,36.0
215728,6.0
215730,12.0
215734,25.0
215735,21.0
215738,61.0
215739,34.0
215743,54.0
215744,96.0
215740,28.0
215741,8.0
215742,46.0
215747,24.0
215736,27.0
215737,33.0
215749,52.0
215750,69.0
215752,24.0
215753,32.0
215754,25.0
215758,25.0
215759,25.0
215763,23.0
215764,187.0
215760,25.0
215762,14.0
215756,61.0
215767,34.0
215768,34.0
215770,36.0
215771,54.0
215772,52.0
215776,68.0
215777,21.0
215782,31.0
215783,90.0
215769,5.0
215775,31.0
215778,33.0
215779,17.0
215780,10.0
215781,32.0
215785,24.0
215786,29.0
215773,36.0
215774,29.0
215788,88.0
215789,93.0
215791,76.0
215792,80.0
215793,91.0
215796,65.0
215797,34.0
215802,36.0
215790,32.0
215795,20.0
215798,61.0
215799,18.0
215800,13.0
215801,100.0
215805,8.0
215806,32.0
215812,54.0
215813,68.0
215815,79.0
215816,37.0
215817,101.0
215821,59.0
215822,46.0
215825,19.0
215814,18.0
215823,70.0
215824,53.0
215828,16.0
215829,3.0
215830,44.0
215831,33.0
215833,53.0
215834,83.0
215835,41.0
215839,39.0
215840,57.0
215843,88.0
215844,184.0
215832,6.0
215841,68.0
215842,36.0
215846,19.0
215847,26.0
215872,94.0
215873,65.0
215877,133.0
215878,117.0
215879,84.0
215882,88.0
215883,61.0
215889,71.0
215890,218.0
215874,50.0
215884,78.0
215885,15.0
215886,13.0
215888,75.0
215892,18.0
215893,31.0
215895,8.0
215898,22.0
215899,33.0
215902,31.0
215903,32.0
215904,25.0
215908,48.0
215909,25.0
215914,39.0
215915,88.0
215900,9.0
215910,40.0
215911,17.0
215912,13.0
215913,30.0
215918,24.0
215919,10.0
215920,13.0
214494,41.0
214498,16.0
214499,47.0
214500,57.0
214504,86.0
214505,54.0
214511,68.0
214512,111.0
214495,24.0
214506,81.0
214507,31.0
214508,36.0
214510,64.0
214514,16.0
214515,35.0
214517,16.0
214501,6.0
214513,15.0
214518,39.0
214519,22.0
214755,3.0
214763,36.0
214836,17.0
214838,7.0
214839,33.0
214843,44.0
214844,20.0
214847,67.0
214848,147.0
214845,25.0
214846,19.0
214841,24.0
214914,40.0
214918,29.0
214919,64.0
214920,43.0
214924,98.0
214925,40.0
214932,40.0
214933,108.0
214915,18.0
214926,81.0
214927,13.0
214928,11.0
214931,38.0
214935,29.0
214936,39.0
214921,14.0
214922,36.0
214917,4.0
215850,28.0
215852,10.0
215853,30.0
215854,26.0
215858,69.0
215859,25.0
215864,51.0
215865,125.0
215860,44.0
215861,21.0
215862,20.0
215863,43.0
215867,13.0
215868,21.0
215870,8.0
215855,11.0
215866,5.0
214522,10.0
214523,68.0
214524,20.0
214527,38.0
214528,15.0
214531,30.0
214526,58.0
214529,18.0
214530,13.0
214534,13.0
214540,22.0
214541,46.0
214542,15.0
214545,44.0
214546,12.0
214551,17.0
214547,21.0
214550,12.0
214554,4.0
214539,12.0
214543,19.0
214899,19.0
214904,29.0
214908,59.0
214909,156.0
214907,10.0
214912,9.0
215921,13.0
215922,16.0
215923,20.0
215924,31.0
215925,8.0
215929,17.0
215930,58.0
215933,10.0
215934,109.0
215937,111.0
215938,80.0
215942,83.0
215943,87.0
215944,100.0
215948,136.0
215949,97.0
215954,103.0
215955,194.0
215939,80.0
215947,15.0
215950,74.0
215951,19.0
215952,9.0
215953,46.0
215957,12.0
215958,25.0
215959,22.0
215962,130.0
215963,100.0
215967,15.0
215968,66.0
215969,31.0
215973,76.0
215974,33.0
215979,43.0
215980,164.0
215964,38.0
215972,13.0
215975,52.0
215976,17.0
215977,13.0
215978,38.0
215982,22.0
215983,28.0
215985,6.0
215965,11.0
215970,14.0
215971,25.0
215981,12.0
215986,16.0
215987,31.0
215988,25.0
215989,62.0
215992,31.0
215993,38.0
215997,71.0
215998,27.0
216004,45.0
216005,165.0
215999,25.0
216000,18.0
216001,12.0
216003,27.0
216007,20.0
216008,22.0
216010,4.0
215994,10.0
215995,16.0
216011,3.0
216012,14.0
216013,162.0
216014,145.0
216018,205.0
216019,157.0
216020,190.0
216024,179.0
216025,91.0
216031,87.0
216032,241.0
216015,58.0
216026,211.0
216027,42.0
216028,32.0
216030,69.0
216034,27.0
216035,70.0
216037,33.0
216016,16.0
216033,11.0
216036,43.0
216039,8.0
216040,74.0
216041,70.0
216042,87.0
216043,43.0
216044,57.0
216048,43.0
216049,38.0
216054,37.0
216047,7.0
216050,32.0
216051,9.0
216052,12.0
216053,29.0
216057,17.0
216058,24.0
216062,117.0
216063,82.0
216067,205.0
216068,134.0
216069,107.0
216071,137.0
216072,99.0
216078,82.0
216064,64.0
216073,90.0
216074,32.0
216075,10.0
216077,48.0
216081,22.0
216082,35.0
216084,39.0
216065,6.0
216080,19.0
216087,44.0
216091,19.0
216092,26.0
216093,33.0
216097,49.0
216098,27.0
216104,52.0
216105,151.0
216096,35.0
216099,31.0
216100,14.0
216101,21.0
216103,36.0
216107,18.0
216108,20.0
216094,16.0
216095,24.0
216106,25.0
216109,41.0
216110,26.0
216112,10.0
216113,12.0
216114,27.0
216118,47.0
216119,16.0
216124,22.0
216125,99.0
216120,26.0
216121,16.0
216128,20.0
216115,21.0
216191,129.0
216192,66.0
216195,80.0
216196,81.0
216197,68.0
216200,66.0
216201,63.0
216206,38.0
216207,128.0
216193,41.0
216202,59.0
216203,16.0
216205,35.0
216209,26.0
216210,40.0
216211,9.0
216208,16.0
216213,64.0
216214,65.0
216217,48.0
216218,41.0
216219,32.0
216223,27.0
216224,46.0
216227,60.0
216228,126.0
216215,13.0
216225,38.0
216226,20.0
216231,8.0
216229,8.0
216232,28.0
216233,27.0
216236,12.0
216237,21.0
216241,63.0
216242,21.0
216247,47.0
216248,107.0
216243,48.0
216244,14.0
216245,9.0
216246,27.0
216250,10.0
216251,16.0
216254,47.0
216255,55.0
216258,18.0
216259,47.0
216260,48.0
216264,102.0
216265,31.0
216271,63.0
216272,91.0
216256,36.0
216263,19.0
216266,55.0
216267,23.0
216268,18.0
216270,43.0
216274,14.0
216275,25.0
216261,25.0
216262,17.0
216273,24.0
216276,79.0
216278,20.0
216279,15.0
216282,9.0
216283,22.0
216287,25.0
216288,15.0
216292,21.0
216293,74.0
216289,20.0
216296,21.0
216297,147.0
216298,97.0
216301,77.0
216302,74.0
216303,100.0
216307,119.0
216308,63.0
216313,55.0
216314,83.0
216299,81.0
216309,69.0
216310,23.0
216311,15.0
216312,40.0
216316,11.0
216317,34.0
216319,21.0
216315,10.0
216324,127.0
216325,100.0
216329,181.0
216330,147.0
216331,102.0
216335,92.0
216336,49.0
216341,38.0
216342,243.0
216326,69.0
216337,73.0
216340,39.0
216344,17.0
216345,21.0
216332,18.0
216346,25.0
216348,67.0
216349,52.0
216352,17.0
216353,33.0
216354,45.0
216358,75.0
216359,29.0
216364,53.0
216365,126.0
216350,51.0
216357,15.0
216360,57.0
216361,28.0
216362,28.0
216363,63.0
216367,25.0
216368,31.0
216370,7.0
216355,23.0
216356,14.0
216366,11.0
216372,36.0
216369,94.0
216373,40.0
216374,15.0
216376,17.0
216377,39.0
216378,23.0
216382,55.0
216383,19.0
216386,32.0
216387,67.0
216381,13.0
216384,16.0
216385,23.0
216389,12.0
216390,12.0
216379,16.0
216403,54.0
216404,43.0
216407,33.0
216408,31.0
216409,46.0
216411,56.0
216412,27.0
216417,26.0
216418,105.0
216405,23.0
216413,44.0
216414,15.0
216416,21.0
216421,22.0
216423,4.0
216424,43.0
216425,44.0
216426,8.0
216427,13.0
216428,38.0
216430,64.0
216431,22.0
216436,35.0
216437,69.0
216429,8.0
216432,38.0
216433,19.0
216434,22.0
216435,38.0
216439,19.0
216440,19.0
216438,9.0
216443,25.0
216444,31.0
216445,119.0
216446,123.0
216450,152.0
216451,166.0
216452,86.0
216456,168.0
216457,80.0
216464,77.0
216465,255.0
216447,89.0
216455,17.0
216458,100.0
216459,38.0
216463,34.0
216467,10.0
216468,42.0
216470,30.0
216471,9.0
216491,62.0
216492,61.0
216495,70.0
216496,72.0
216497,81.0
216501,71.0
216502,35.0
216507,37.0
216493,36.0
216503,57.0
216506,23.0
216511,25.0
216512,9.0
216509,10.0
216514,106.0
216515,69.0
216517,52.0
216518,56.0
216519,70.0
216521,60.0
216522,36.0
216527,40.0
216528,186.0
216516,41.0
216523,88.0
216524,23.0
216525,20.0
216526,38.0
216530,13.0
216531,21.0
216533,26.0
216532,16.0
216577,16.0
216580,19.0
216581,42.0
216582,37.0
216586,27.0
216587,25.0
216592,25.0
216593,111.0
216579,11.0
216585,30.0
216588,26.0
216590,8.0
216591,24.0
216584,20.0
216596,174.0
216597,108.0
216601,118.0
216602,124.0
216603,101.0
216607,83.0
216608,42.0
216613,53.0
216614,170.0
216598,28.0
216606,16.0
216609,79.0
216610,10.0
216611,5.0
216612,38.0
216616,16.0
216617,19.0
216619,6.0
216622,223.0
216623,35.0
216627,13.0
216628,39.0
216629,32.0
216633,45.0
216634,15.0
216639,52.0
216640,87.0
216624,11.0
216632,12.0
216635,41.0
216636,10.0
216637,8.0
216642,16.0
216643,18.0
216630,12.0
216631,14.0
216641,10.0
216645,96.0
216646,83.0
216648,12.0
216649,34.0
216650,44.0
216654,59.0
216655,23.0
216660,48.0
216661,130.0
216647,18.0
216653,21.0
216656,40.0
216657,15.0
216658,13.0
216659,41.0
216663,16.0
216664,22.0
216666,7.0
216651,16.0
216652,10.0
216667,33.0
216668,21.0
216670,12.0
216671,68.0
216672,31.0
216675,52.0
216676,21.0
216681,25.0
216677,26.0
216680,18.0
216685,10.0
216686,3.0
216687,7.0
216688,15.0
216689,100.0
216690,73.0
216692,22.0
216693,28.0
216694,35.0
216698,25.0
216699,18.0
216704,31.0
216705,69.0
216691,15.0
216697,8.0
216700,32.0
216702,21.0
216703,23.0
216708,15.0
216709,4.0
216695,9.0
216696,8.0
216711,15.0
216712,58.0
216713,43.0
216716,20.0
216717,21.0
216718,53.0
216722,27.0
216723,35.0
216726,20.0
216714,31.0
216721,23.0
216724,38.0
216725,23.0
216731,51.0
216732,33.0
216733,17.0
216734,21.0
216735,35.0
216738,23.0
216739,32.0
216744,11.0
216740,44.0
216743,17.0
216748,14.0
216749,59.0
216750,45.0
216753,39.0
216754,39.0
216755,43.0
216756,53.0
216757,45.0
216762,70.0
216763,114.0
216751,19.0
216758,72.0
216761,25.0
216765,17.0
216766,15.0
216767,6.0
216768,26.0
216771,19.0
216772,17.0
216773,5.0
216774,15.0
216779,36.0
216780,34.0
216783,28.0
216784,78.0
216782,15.0
216787,40.0
216788,27.0
216789,6.0
216791,16.0
216793,35.0
216794,9.0
216799,26.0
216800,46.0
216795,21.0
216796,15.0
216797,16.0
216798,18.0
216803,11.0
216805,22.0
216807,40.0
216808,54.0
216812,19.0
216813,21.0
216814,39.0
216818,53.0
216819,29.0
216824,53.0
216825,94.0
216809,25.0
216817,14.0
216820,31.0
216822,12.0
216823,29.0
216827,19.0
216828,20.0
216810,7.0
216815,7.0
216831,20.0
216836,58.0
216837,18.0
216841,30.0
216842,12.0
216845,31.0
216840,14.0
216843,27.0
216844,14.0
216849,6.0
216838,15.0
216839,18.0
216850,36.0
216851,17.0
216853,9.0
216854,24.0
216855,14.0
216858,56.0
216859,20.0
216864,43.0
216865,112.0
216852,7.0
216857,25.0
216860,33.0
216861,20.0
216868,23.0
216856,15.0
216870,36.0
216871,31.0
216874,14.0
216875,27.0
216876,32.0
216880,50.0
216881,23.0
216886,35.0
216887,107.0
216879,12.0
216882,45.0
216883,25.0
216884,17.0
216885,37.0
216889,12.0
216890,18.0
216891,14.0
216877,10.0
216878,7.0
216892,127.0
216893,116.0
216896,87.0
216897,116.0
216898,106.0
216902,101.0
216903,65.0
216906,37.0
216894,40.0
216901,16.0
216904,54.0
216905,43.0
216910,22.0
216914,44.0
216915,37.0
216918,5.0
216919,28.0
216920,25.0
216923,31.0
216924,11.0
216929,24.0
216916,15.0
216925,35.0
216926,19.0
216927,17.0
216928,26.0
216933,17.0
216935,19.0
216936,23.0
216939,32.0
216940,74.0
216941,29.0
216944,83.0
216945,37.0
216949,64.0
216950,105.0
216946,32.0
216948,15.0
216953,25.0
216938,5.0
216956,46.0
216957,79.0
216960,18.0
216961,71.0
216962,40.0
216966,58.0
216967,36.0
216972,30.0
216973,81.0
216958,18.0
216965,24.0
216968,54.0
216969,18.0
216971,36.0
216975,22.0
216976,18.0
216963,24.0
216964,27.0
216974,12.0
216978,43.0
216979,42.0
216982,21.0
216983,31.0
216984,48.0
216986,38.0
216987,28.0
216988,29.0
216991,22.0
216995,15.0
216998,74.0
216999,92.0
217002,32.0
217003,42.0
217004,66.0
217008,78.0
217009,50.0
217012,35.0
217013,148.0
217000,21.0
217010,51.0
217011,34.0
217016,22.0
217018,125.0
217019,89.0
217023,97.0
217024,98.0
217025,97.0
217027,95.0
217028,64.0
217034,77.0
217035,275.0
217020,55.0
217029,68.0
217030,34.0
217031,22.0
217033,45.0
217037,20.0
217038,38.0
217040,26.0
217036,13.0
217039,46.0
217043,198.0
217044,134.0
217048,158.0
217049,128.0
217050,105.0
217054,101.0
217055,57.0
217061,63.0
217062,88.0
217045,52.0
217056,70.0
217057,13.0
217058,12.0
217060,40.0
217064,16.0
217065,30.0
217067,12.0
217046,9.0
217063,10.0
217071,24.0
217072,17.0
217075,12.0
217076,60.0
217077,33.0
217080,48.0
217081,34.0
217086,135.0
217073,6.0
217082,20.0
217083,9.0
217084,25.0
217089,23.0
217074,7.0
217091,42.0
217092,20.0
217094,26.0
217095,20.0
217096,19.0
217099,38.0
217100,16.0
217105,51.0
217106,134.0
217101,11.0
217104,21.0
217108,11.0
217109,13.0
217110,15.0
217113,11.0
217115,13.0
217119,12.0
217117,13.0
217123,117.0
217124,59.0
217126,58.0
217127,65.0
217128,44.0
217132,62.0
217133,50.0
217138,40.0
217125,36.0
217134,41.0
217135,22.0
217136,12.0
217137,24.0
217141,15.0
217142,25.0
217140,11.0
217145,61.0
217146,25.0
217149,38.0
217150,37.0
217153,32.0
217154,28.0
217159,24.0
217160,91.0
217155,57.0
217158,36.0
217163,20.0
217166,91.0
217167,63.0
217170,63.0
217171,115.0
217172,92.0
217175,68.0
217176,51.0
217181,29.0
217182,87.0
217168,26.0
217177,65.0
217178,11.0
217180,26.0
217184,12.0
217185,24.0
217187,24.0
217188,22.0
217193,21.0
217194,12.0
217197,77.0
217198,9.0
217204,136.0
217196,8.0
217199,40.0
217200,5.0
217202,9.0
217206,13.0
217209,59.0
217210,40.0
217213,13.0
217214,14.0
217216,42.0
217217,21.0
217222,32.0
217223,92.0
217218,38.0
217219,16.0
217220,15.0
217221,40.0
217225,9.0
217226,11.0
217228,6.0
217229,23.0
217230,10.0
217233,18.0
217234,30.0
217235,21.0
217239,25.0
217240,24.0
217245,26.0
217246,84.0
217238,11.0
217241,21.0
217244,16.0
217236,19.0
217237,10.0
217249,82.0
217250,51.0
217254,131.0
217255,246.0
217256,106.0
217260,121.0
217261,82.0
217268,65.0
217269,140.0
217251,37.0
217259,8.0
217262,127.0
217263,35.0
217264,17.0
217267,41.0
217271,24.0
217272,44.0
217274,31.0
217252,33.0
217258,18.0
217273,82.0
217275,23.0
217253,22.0
217277,52.0
217278,46.0
217281,60.0
217282,44.0
217283,49.0
217287,40.0
217288,42.0
217291,24.0
217292,93.0
217279,12.0
217289,74.0
217290,30.0
217294,19.0
217295,17.0
217284,16.0
217296,43.0
217297,67.0
217299,53.0
217300,36.0
217301,62.0
217305,30.0
217306,60.0
217309,44.0
217298,19.0
217307,59.0
217308,29.0
217313,22.0
217314,3.0
217316,93.0
217317,130.0
217321,213.0
217322,188.0
217323,127.0
217327,176.0
217328,68.0
217335,71.0
217336,264.0
217318,55.0
217329,102.0
217330,29.0
217334,43.0
217338,19.0
217339,42.0
217340,28.0
217324,10.0
217343,68.0
217344,50.0
217346,14.0
217347,50.0
217348,49.0
217352,89.0
217353,39.0
217359,56.0
217360,198.0
217345,10.0
217351,23.0
217354,39.0
217355,38.0
217356,22.0
217358,61.0
217362,20.0
217363,34.0
217349,37.0
217350,8.0
217364,36.0
217366,12.0
217370,32.0
217371,21.0
217374,64.0
217375,34.0
217379,50.0
217380,83.0
217376,17.0
217377,5.0
217378,40.0
217383,17.0
217372,19.0
217373,8.0
217385,75.0
217386,68.0
217388,22.0
217389,26.0
217390,23.0
217394,34.0
217395,25.0
217399,14.0
217400,176.0
217396,19.0
217398,13.0
217392,17.0
217403,43.0
217404,51.0
217407,21.0
217408,36.0
217409,41.0
217413,52.0
217414,20.0
217419,28.0
217420,87.0
217405,14.0
217412,21.0
217415,26.0
217416,19.0
217417,10.0
217418,32.0
217422,13.0
217423,9.0
217410,19.0
217411,21.0
217425,78.0
217426,69.0
217428,54.0
217429,73.0
217430,85.0
217433,72.0
217434,38.0
217439,29.0
217427,40.0
217432,11.0
217435,62.0
217436,18.0
217437,10.0
217438,34.0
217442,11.0
217443,29.0
217449,47.0
217450,51.0
217452,63.0
217453,27.0
217454,93.0
217458,58.0
217459,40.0
217462,18.0
217451,17.0
217460,64.0
217461,28.0
217465,9.0
217466,3.0
217467,36.0
217468,31.0
217470,38.0
217471,69.0
217472,39.0
217476,59.0
217477,57.0
217480,90.0
217481,216.0
217469,4.0
217478,77.0
217479,24.0
217483,27.0
217484,30.0
217509,82.0
217510,62.0
217514,138.0
217515,98.0
217516,89.0
217519,104.0
217520,58.0
217526,57.0
217527,198.0
217511,43.0
217521,71.0
217522,12.0
217523,6.0
217525,49.0
217529,19.0
217530,29.0
217532,6.0
217535,8.0
217536,40.0
217539,15.0
217540,33.0
217541,25.0
217545,58.0
217546,23.0
217551,31.0
217552,88.0
217537,7.0
217547,49.0
217548,15.0
217549,12.0
217550,30.0
217555,12.0
217556,5.0
217557,10.0
216131,46.0
216135,13.0
216136,46.0
216137,48.0
216141,85.0
216142,52.0
216148,64.0
216149,93.0
216132,32.0
216143,84.0
216144,31.0
216145,36.0
216147,61.0
216151,22.0
216152,38.0
216154,15.0
216138,8.0
216150,12.0
216155,31.0
216156,19.0
216391,4.0
216399,36.0
216473,11.0
216475,18.0
216476,24.0
216480,50.0
216481,23.0
216484,71.0
216485,145.0
216482,19.0
216483,16.0
216478,10.0
216551,47.0
216555,19.0
216556,58.0
216557,42.0
216561,106.0
216562,42.0
216569,37.0
216570,123.0
216552,22.0
216563,66.0
216564,12.0
216565,12.0
216568,38.0
216572,19.0
216573,23.0
216558,10.0
216559,8.0
216554,6.0
217487,48.0
217489,4.0
217490,21.0
217491,23.0
217495,67.0
217496,25.0
217501,47.0
217502,86.0
217497,44.0
217498,21.0
217499,18.0
217500,42.0
217504,12.0
217505,16.0
217507,7.0
217492,6.0
217503,3.0
216159,11.0
216160,30.0
216161,23.0
216164,24.0
216165,13.0
216168,29.0
216163,15.0
216166,13.0
216167,10.0
216171,11.0
216177,19.0
216178,32.0
216179,14.0
216182,19.0
216183,11.0
216187,14.0
216184,17.0
216186,14.0
216190,2.0
216176,11.0
216180,8.0
216536,13.0
216541,30.0
216545,48.0
216546,165.0
216544,12.0
216549,10.0
217558,13.0
217559,14.0
217560,15.0
217561,27.0
217562,26.0
217566,40.0
217567,57.0
217570,12.0
217571,64.0
217574,104.0
217575,69.0
217579,74.0
217580,125.0
217581,112.0
217585,408.0
217586,77.0
217591,48.0
217592,52.0
217576,53.0
217584,14.0
217587,91.0
217588,18.0
217589,9.0
217590,51.0
217594,16.0
217595,40.0
217596,23.0
217599,119.0
217600,70.0
217604,11.0
217605,48.0
217606,37.0
217610,238.0
217611,41.0
217616,44.0
217617,31.0
217601,12.0
217609,11.0
217612,51.0
217613,16.0
217614,10.0
217615,39.0
217619,12.0
217620,16.0
217622,6.0
217602,17.0
217607,15.0
217608,18.0
217618,7.0
217623,3.0
217624,24.0
217625,31.0
217626,48.0
217629,31.0
217630,37.0
217634,238.0
217635,26.0
217641,49.0
217642,38.0
217636,44.0
217637,17.0
217638,17.0
217640,37.0
217644,18.0
217645,19.0
217647,5.0
217631,10.0
217632,10.0
217648,3.0
217649,12.0
217650,183.0
217651,154.0
217655,156.0
217656,137.0
217657,186.0
217661,248.0
217662,96.0
217668,97.0
217669,69.0
217652,59.0
217663,234.0
217664,42.0
217665,30.0
217667,67.0
217671,46.0
217672,96.0
217674,56.0
217653,69.0
217670,19.0
217673,71.0
217676,9.0
217677,71.0
217678,57.0
217680,60.0
217681,52.0
217682,72.0
217686,203.0
217687,33.0
217692,37.0
217685,26.0
217688,40.0
217689,19.0
217690,12.0
217691,34.0
217695,20.0
217696,28.0
217700,121.0
217701,80.0
217705,147.0
217706,155.0
217707,120.0
217709,276.0
217710,77.0
217716,77.0
217702,58.0
217711,89.0
217712,28.0
217713,11.0
217715,53.0
217719,18.0
217720,33.0
217722,34.0
217703,34.0
217718,20.0
217725,32.0
217729,11.0
217730,22.0
217731,31.0
217735,154.0
217736,25.0
217742,53.0
217743,30.0
217734,13.0
217737,34.0
217738,17.0
217739,14.0
217741,41.0
217745,18.0
217746,20.0
217732,11.0
217733,12.0
217744,18.0
217747,51.0
217748,33.0
217750,4.0
217751,15.0
217752,30.0
217756,99.0
217757,25.0
217761,31.0
217762,21.0
217758,30.0
217759,18.0
217765,15.0
217753,14.0
217829,89.0
217830,64.0
217833,75.0
217834,87.0
217835,78.0
217838,296.0
217839,59.0
217844,36.0
217845,46.0
217831,32.0
217840,49.0
217841,11.0
217843,42.0
217847,21.0
217848,37.0
217849,9.0
217846,17.0
217851,52.0
217852,58.0
217855,44.0
217856,36.0
217857,32.0
217861,123.0
217862,58.0
217865,63.0
217866,35.0
217853,12.0
217863,40.0
217864,21.0
217869,27.0
217867,8.0
217870,39.0
217871,32.0
217874,10.0
217875,19.0
217879,199.0
217880,21.0
217885,42.0
217886,29.0
217881,67.0
217882,15.0
217883,11.0
217884,36.0
217888,10.0
217889,11.0
217892,55.0
217893,101.0
217896,25.0
217897,48.0
217898,45.0
217902,203.0
217903,31.0
217909,61.0
217910,44.0
217894,39.0
217901,26.0
217904,55.0
217905,23.0
217906,18.0
217908,63.0
217912,14.0
217913,30.0
217899,28.0
217900,25.0
217911,21.0
217914,51.0
217916,23.0
217917,14.0
217921,12.0
217922,25.0
217926,65.0
217927,24.0
217931,22.0
217932,14.0
217928,16.0
217935,16.0
217936,152.0
217937,98.0
217940,78.0
217941,92.0
217942,104.0
217946,688.0
217947,79.0
217952,82.0
217953,28.0
217938,75.0
217948,57.0
217949,21.0
217950,18.0
217951,39.0
217955,17.0
217956,51.0
217958,22.0
217954,9.0
217963,116.0
217964,76.0
217968,128.0
217969,190.0
217970,105.0
217974,316.0
217975,54.0
217980,38.0
217981,52.0
217965,47.0
217976,49.0
217979,41.0
217983,21.0
217984,27.0
217971,22.0
217985,21.0
217987,79.0
217988,94.0
217991,18.0
217992,42.0
217993,51.0
217997,262.0
217998,26.0
218003,56.0
218004,38.0
217989,48.0
217996,14.0
217999,57.0
218000,29.0
218001,26.0
218002,54.0
218006,26.0
218007,23.0
218009,10.0
217994,17.0
217995,9.0
218005,14.0
218011,16.0
218008,50.0
218012,41.0
218013,20.0
218015,7.0
218016,35.0
218017,28.0
218021,81.0
218022,20.0
218025,40.0
218026,17.0
218020,17.0
218023,19.0
218024,27.0
218028,12.0
218029,12.0
218018,36.0
218042,52.0
218043,36.0
218046,27.0
218047,36.0
218048,54.0
218050,166.0
218051,21.0
218056,27.0
218057,15.0
218044,19.0
218052,47.0
218053,12.0
218055,22.0
218060,21.0
218062,3.0
218063,79.0
218064,56.0
218065,4.0
218066,19.0
218067,36.0
218069,147.0
218070,23.0
218075,40.0
218076,26.0
218068,9.0
218071,38.0
218072,21.0
218073,25.0
218074,45.0
218078,15.0
218079,20.0
218077,15.0
218082,12.0
218083,19.0
218084,106.0
218085,124.0
218089,67.0
218090,186.0
218091,96.0
218095,608.0
218096,67.0
218103,74.0
218104,34.0
218086,86.0
218094,15.0
218097,88.0
218098,36.0
218102,46.0
218106,13.0
218107,32.0
218109,25.0
218110,6.0
218130,63.0
218131,57.0
218134,61.0
218135,83.0
218136,77.0
218140,150.0
218141,34.0
218146,37.0
218132,44.0
218142,61.0
218145,27.0
218150,27.0
218151,7.0
218148,9.0
218153,130.0
218154,85.0
218156,52.0
218157,71.0
218158,79.0
218160,286.0
218161,31.0
218166,44.0
218167,27.0
218155,31.0
218162,70.0
218163,22.0
218164,21.0
218165,41.0
218169,14.0
218170,31.0
218172,22.0
218171,32.0
218216,27.0
218219,16.0
218220,46.0
218221,30.0
218225,82.0
218226,25.0
218230,26.0
218231,20.0
218218,10.0
218224,19.0
218227,23.0
218228,11.0
218229,28.0
218223,29.0
218234,127.0
218235,115.0
218239,110.0
218240,136.0
218241,112.0
218245,310.0
218246,46.0
218251,57.0
218252,18.0
218236,23.0
218244,16.0
218247,76.0
218248,9.0
218249,3.0
218250,40.0
218254,20.0
218255,29.0
218257,7.0
218260,151.0
218261,41.0
218265,8.0
218266,27.0
218267,27.0
218271,98.0
218272,17.0
218277,51.0
218278,35.0
218262,6.0
218270,11.0
218273,48.0
218274,12.0
218275,13.0
218280,11.0
218281,18.0
218268,11.0
218269,12.0
218279,9.0
218283,89.0
218284,93.0
218286,16.0
218287,30.0
218288,42.0
218292,158.0
218293,22.0
218298,50.0
218299,33.0
218285,21.0
218291,22.0
218294,38.0
218295,13.0
218296,11.0
218297,46.0
218301,12.0
218302,19.0
218304,7.0
218289,16.0
218290,9.0
218305,59.0
218306,39.0
218308,12.0
218309,69.0
218310,29.0
218313,78.0
218314,19.0
218319,21.0
218315,29.0
218318,23.0
218323,6.0
218324,3.0
218325,3.0
218326,15.0
218327,102.0
218328,85.0
218330,19.0
218331,33.0
218332,30.0
218336,74.0
218337,18.0
218342,33.0
218343,22.0
218329,33.0
218335,9.0
218338,39.0
218340,20.0
218341,24.0
218346,13.0
218347,4.0
218333,6.0
218334,5.0
218349,13.0
218350,55.0
218351,33.0
218354,26.0
218355,23.0
218356,57.0
218360,90.0
218361,32.0
218364,22.0
218352,29.0
218359,19.0
218362,37.0
218363,21.0
218369,45.0
218370,29.0
218371,19.0
218372,22.0
218373,46.0
218376,102.0
218377,32.0
218382,19.0
218378,46.0
218381,15.0
218386,10.0
218387,69.0
218388,46.0
218391,39.0
218392,51.0
218393,57.0
218394,237.0
218395,46.0
218400,70.0
218401,39.0
218389,16.0
218396,60.0
218399,25.0
218403,15.0
218404,18.0
218405,4.0
218406,17.0
